attendance_id,employee_id,attendance_date,attendance_status
1755,1092,2026-04-07,Leave
1756,1010,2025-07-29,WFH
1757,1190,2025-11-29,Absent
1758,1064,2025-11-08,Present
1759,1022,2025-07-20,WFH
1760,1025,2025-10-22,Present
1761,1187,2025-08-12,Present
1762,1163,2025-12-19,Absent
1763,1111,2026-01-29,Present
1764,1089,2025-06-16,Absent
1765,1177,2026-03-30,WFH
1766,1063,2026-04-23,Leave
1767,1135,2025-11-18,WFH
1768,1118,2025-09-02,Present
1769,1020,2025-09-03,Present
1770,1096,2025-07-21,Present
1771,1038,2025-07-22,WFH
1772,1186,2025-05-10,Leave
1773,1026,2026-04-05,Absent
1774,1132,2026-02-21,Leave
1775,1021,2026-01-24,Present
1776,1164,2025-05-20,Leave
1777,1078,2025-09-27,Absent
1778,1103,2026-05-05,Present
1779,1048,2026-01-08,Leave
1780,1066,2025-07-13,Leave
1781,1168,2026-02-07,Leave
1782,1021,2026-01-27,Absent
1783,1030,2025-06-28,Present
1784,1147,2026-04-29,Present
1785,1078,2026-03-29,WFH
1786,1132,2025-10-19,WFH
1787,1063,2025-07-16,Leave
1788,1013,2025-06-01,Present
1789,1147,2025-06-21,Absent
1790,1056,2026-03-19,Absent
1791,1071,2025-07-24,Leave
1792,1177,2026-03-24,Present
1793,1071,2026-01-11,WFH
1794,1172,2026-01-20,Present
1795,1155,2026-05-03,Absent
1796,1047,2025-08-13,Leave
1797,1073,2025-12-10,Present
1798,1002,2025-11-20,Absent
1799,1054,2025-05-23,Present
1800,1107,2026-03-08,Leave
1801,1034,2026-02-02,Present
1802,1069,2025-05-16,Absent
1803,1154,2025-12-14,Leave
1804,1082,2026-04-26,Present
1805,1057,2025-11-02,Present
1806,1005,2025-06-25,Leave
1807,1084,2026-03-02,Present
1808,1017,2025-08-27,WFH
1809,1074,2026-02-12,Leave
1810,1183,2025-10-06,WFH
1811,1118,2025-05-13,WFH
1812,1108,2026-02-17,Leave
1813,1153,2025-05-27,Present
1814,1139,2025-12-10,Absent
1815,1122,2025-09-17,WFH
1816,1004,2025-09-18,Present
1817,1088,2025-05-21,Present
1818,1089,2025-09-24,Absent
1819,1039,2026-02-07,Absent
1820,1191,2026-02-25,Absent
1821,1054,2026-04-20,WFH
1822,1179,2025-06-05,Present
1823,1173,2025-09-13,Absent
1824,1066,2025-08-06,Absent
1825,1009,2026-01-02,Leave
1826,1147,2025-10-08,Present
1827,1162,2025-10-31,Absent
1828,1144,2025-05-31,Present
1829,1022,2026-02-06,Present
1830,1192,2026-02-08,WFH
1831,1095,2025-05-08,Present
1832,1075,2025-11-11,Present
1833,1116,2026-01-09,Leave
1834,1120,2025-11-30,Present
1835,1040,2026-02-03,WFH
1836,1150,2026-01-11,Present
1837,1160,2026-03-18,Present
1838,1145,2025-11-24,Absent
1839,1107,2025-11-19,Present
1840,1193,2025-05-29,Present
1841,1143,2026-04-18,Leave
1842,1126,2025-07-25,Present
1843,1097,2026-03-21,WFH
1844,1034,2025-05-31,Absent
1845,1156,2025-09-17,Present
1846,1025,2026-02-06,Absent
1847,1056,2025-06-27,Present
1848,1029,2026-03-13,WFH
1849,1075,2026-02-27,Present
1850,1041,2026-02-02,Leave
1851,1103,2025-08-31,WFH
1852,1105,2025-11-24,Present
1853,1193,2026-03-28,Present
1854,1108,2026-03-23,WFH
1855,1072,2026-03-04,Present
1856,1198,2025-05-22,Present
1857,1162,2026-03-11,Present
1858,1171,2025-05-20,Leave
1859,1163,2025-07-09,Leave
1860,1082,2025-08-28,WFH
1861,1138,2026-02-26,WFH
1862,1101,2025-10-08,Present
1863,1104,2025-09-13,Absent
1864,1194,2025-09-05,Absent
1865,1074,2026-03-16,Absent
1866,1041,2025-06-12,Present
1867,1103,2025-07-02,Present
1868,1001,2026-04-05,WFH
1869,1086,2026-02-26,Absent
1870,1168,2025-08-30,Present
1871,1175,2025-12-19,Present
1872,1099,2025-05-07,WFH
1873,1168,2025-07-02,Absent
1874,1108,2025-12-07,Absent
1875,1049,2025-08-29,Leave
1876,1008,2025-07-14,WFH
1877,1058,2025-07-04,Present
1878,1157,2025-11-04,WFH
1879,1129,2026-03-25,Present
1880,1154,2025-08-17,WFH
1881,1188,2026-05-01,Absent
1882,1006,2025-06-04,Present
1883,1157,2026-01-08,Present
1884,1043,2026-02-24,WFH
1885,1161,2026-01-30,Absent
1886,1176,2026-03-22,Present
1887,1095,2025-07-08,Present
1888,1191,2025-06-30,WFH
1889,1168,2025-12-27,Absent
1890,1142,2026-03-30,WFH
1891,1050,2026-03-16,Present
1892,1118,2025-10-19,Present
1893,1186,2026-01-08,Present
1894,1045,2025-09-09,Absent
1895,1183,2025-07-03,Present
1896,1083,2025-06-02,Present
1897,1076,2025-05-07,Present
1898,1008,2025-06-07,Present
1899,1148,2025-06-06,Absent
1900,1118,2026-02-07,Present
1901,1176,2026-03-19,WFH
1902,1114,2025-11-21,Present
1903,1046,2026-02-07,Absent
1904,1129,2026-03-15,Leave
1905,1029,2025-05-18,WFH
1906,1085,2025-09-10,Present
1907,1063,2025-11-04,Absent
1908,1185,2026-03-20,Present
1909,1002,2025-10-16,Leave
1910,1009,2025-12-27,Leave
1911,1174,2025-09-03,Absent
1912,1134,2026-03-29,Absent
1913,1099,2026-03-06,Present
1914,1107,2025-11-05,Present
1915,1184,2026-02-19,WFH
1916,1031,2025-06-09,Leave
1917,1199,2025-10-07,WFH
1918,1166,2025-08-11,WFH
1919,1183,2026-01-27,Present
1920,1113,2026-01-05,Absent
1921,1186,2025-07-19,Present
1922,1075,2025-08-01,Absent
1923,1186,2025-11-23,Present
1924,1094,2025-12-02,Absent
1925,1184,2026-04-02,WFH
1926,1162,2026-01-21,Leave
1927,1113,2025-12-08,Absent
1928,1032,2026-01-30,Present
1929,1038,2025-10-13,Present
1930,1195,2025-12-15,WFH
1931,1193,2025-06-16,Present
1932,1185,2025-12-17,Present
1933,1094,2025-10-30,Absent
1934,1169,2025-12-17,Present
1935,1037,2025-06-04,Present
1936,1124,2025-08-08,Present
1937,1068,2026-01-18,Present
1938,1085,2026-02-14,Leave
1939,1178,2025-10-02,Present
1940,1118,2025-10-06,Leave
1941,1126,2025-10-19,Present
1942,1194,2025-11-21,Present
1943,1088,2025-09-17,Present
1944,1177,2025-10-29,Absent
1945,1085,2025-10-25,Absent
1946,1180,2026-01-09,Present
1947,1146,2025-12-27,Present
1948,1153,2025-10-03,Present
1949,1195,2025-06-03,Present
1950,1038,2025-11-26,WFH
1951,1074,2025-07-10,Present
1952,1057,2025-12-23,Present
1953,1145,2025-05-22,Present
1954,1183,2025-05-27,Present
1955,1079,2025-09-29,Leave
1956,1041,2026-01-22,WFH
1957,1163,2025-07-12,Present
1958,1122,2026-01-11,Leave
1959,1113,2026-04-04,Leave
1960,1076,2025-06-19,Present
1961,1191,2025-05-19,Leave
1962,1033,2025-08-09,Present
1963,1156,2025-09-01,Present
1964,1099,2025-11-28,Present
1965,1164,2025-08-11,Present
1966,1008,2025-09-07,Present
1967,1150,2026-02-05,Present
1968,1038,2025-12-01,WFH
1969,1004,2025-11-04,Present
1970,1094,2025-11-16,Leave
1971,1131,2025-10-21,Leave
1972,1133,2025-11-28,Absent
1973,1123,2025-06-29,WFH
1974,1044,2025-10-12,Present
1975,1165,2025-11-05,Present
1976,1151,2026-05-02,WFH
1977,1081,2025-09-17,WFH
1978,1096,2026-05-03,Absent
1979,1125,2026-03-14,Leave
1980,1044,2026-03-07,WFH
1981,1124,2025-09-19,Present
1982,1124,2025-05-19,Absent
1983,1004,2025-12-03,Leave
1984,1017,2025-05-10,Present
1985,1058,2025-05-07,Present
1986,1053,2025-05-10,Present
1987,1039,2026-04-16,Present
1988,1156,2025-11-01,Leave
1989,1031,2026-03-01,Leave
1990,1051,2025-10-31,Present
1991,1128,2025-05-08,Absent
1992,1146,2026-01-30,Leave
1993,1004,2026-02-18,Leave
1994,1135,2025-06-28,Present
1995,1190,2026-01-06,Present
1996,1094,2025-06-25,Leave
1997,1009,2026-04-01,Absent
1998,1161,2025-08-09,Present
1999,1085,2026-04-22,WFH
2000,1018,2025-09-12,Present
2001,1142,2025-08-02,WFH
2002,1190,2025-09-13,WFH
2003,1021,2025-12-10,Present
2004,1115,2025-07-29,WFH
2005,1134,2025-12-16,Present
2006,1063,2025-09-08,Present
2007,1190,2025-12-28,Present
2008,1177,2025-10-07,Leave
2009,1063,2025-06-17,Present
2010,1177,2026-03-30,Leave
2011,1117,2025-07-14,Present
2012,1011,2025-08-27,WFH
2013,1069,2025-07-12,WFH
2014,1072,2026-02-10,Present
2015,1191,2026-01-29,Present
2016,1188,2025-05-24,Present
2017,1034,2026-04-14,WFH
2018,1078,2025-10-21,Present
2019,1054,2025-11-30,Present
2020,1063,2026-01-29,WFH
2021,1195,2025-12-16,WFH
2022,1123,2026-03-28,Absent
2023,1026,2025-05-20,WFH
2024,1014,2026-02-28,Present
2025,1163,2026-03-22,Present
2026,1051,2025-08-15,Absent
2027,1030,2025-12-14,Absent
2028,1022,2026-03-09,Absent
2029,1051,2025-12-17,Present
2030,1139,2026-02-11,WFH
2031,1056,2026-03-24,WFH
2032,1125,2025-12-02,Present
2033,1146,2026-02-12,Present
2034,1149,2026-02-23,Absent
2035,1029,2025-10-10,Leave
2036,1114,2025-09-02,Leave
2037,1050,2026-01-31,WFH
2038,1163,2026-05-02,WFH
2039,1194,2026-02-28,Absent
2040,1001,2025-11-16,Present
2041,1194,2025-07-12,Absent
2042,1154,2026-01-09,Present
2043,1127,2025-06-29,Leave
2044,1046,2025-08-21,Present
2045,1130,2026-02-19,Absent
2046,1132,2025-09-16,Present
2047,1166,2026-03-15,Present
2048,1068,2026-04-21,WFH
2049,1064,2025-05-26,Present
2050,1071,2025-11-01,Leave
2051,1144,2025-11-07,WFH
2052,1080,2026-03-20,Leave
2053,1113,2025-11-25,Present
2054,1194,2026-03-29,Present
2055,1125,2025-12-08,Present
2056,1082,2026-02-19,WFH
2057,1121,2025-07-14,Absent
2058,1042,2025-07-18,Present
2059,1017,2026-03-10,Absent
2060,1173,2026-01-22,Present
2061,1025,2025-05-28,Absent
2062,1088,2026-03-18,Leave
2063,1176,2025-10-05,WFH
2064,1047,2025-07-19,Present
2065,1200,2025-10-07,Present
2066,1196,2026-04-06,Present
2067,1055,2025-10-06,Present
2068,1129,2025-05-15,Present
2069,1082,2025-08-31,WFH
2070,1121,2026-01-20,Present
2071,1176,2025-08-16,Present
2072,1157,2026-01-08,Present
2073,1147,2025-05-14,Leave
2074,1040,2025-09-25,Present
2075,1041,2025-08-07,Present
2076,1197,2026-03-20,Absent
2077,1044,2025-11-23,Present
2078,1157,2026-01-05,Leave
2079,1041,2025-06-17,Present
2080,1133,2025-11-10,Absent
2081,1168,2025-12-29,WFH
2082,1107,2025-06-16,Leave
2083,1069,2026-04-14,Present
2084,1068,2025-07-18,Absent
2085,1078,2026-01-07,Present
2086,1038,2025-05-21,Present
2087,1086,2025-07-09,Leave
2088,1091,2025-08-20,Leave
2089,1081,2025-12-17,Absent
2090,1079,2025-12-31,Absent
2091,1145,2025-05-27,Absent
2092,1196,2026-01-18,Absent
2093,1002,2025-11-06,Absent
2094,1015,2025-07-02,Absent
2095,1091,2025-11-09,Leave
2096,1036,2025-11-21,Absent
2097,1197,2025-10-11,Present
2098,1005,2026-01-01,Leave
2099,1052,2026-04-21,Present
2100,1170,2025-09-13,Leave
2101,1066,2026-03-30,Present
2102,1096,2025-10-24,Present
2103,1083,2025-06-07,Absent
2104,1098,2025-07-23,Present
2105,1143,2026-03-20,WFH
2106,1190,2025-09-25,Present
2107,1056,2025-05-18,WFH
2108,1129,2025-09-01,Absent
2109,1071,2025-05-23,Present
2110,1020,2026-04-17,Present
2111,1042,2025-10-07,Present
2112,1186,2025-10-17,Absent
2113,1185,2025-08-22,WFH
2114,1121,2025-08-04,Present
2115,1200,2026-04-06,Leave
2116,1100,2026-03-20,Leave
2117,1181,2025-09-29,Absent
2118,1064,2026-04-15,Present
2119,1156,2026-02-13,WFH
2120,1097,2025-09-18,Present
2121,1026,2026-05-02,Present
2122,1164,2025-07-22,Present
2123,1071,2025-11-08,WFH
2124,1095,2025-07-08,Absent
2125,1073,2026-01-18,Present
2126,1121,2025-08-07,Present
2127,1192,2026-02-26,Present
2128,1084,2026-03-19,Leave
2129,1106,2025-06-12,Present
2130,1039,2025-07-16,WFH
2131,1077,2026-01-20,WFH
2132,1052,2025-05-31,WFH
2133,1023,2026-05-02,Absent
2134,1063,2025-11-22,Present
2135,1147,2025-06-30,WFH
2136,1196,2025-12-12,Leave
2137,1067,2025-09-24,WFH
2138,1136,2025-12-15,Present
2139,1177,2025-07-11,Present
2140,1036,2025-07-05,Present
2141,1180,2026-01-13,Leave
2142,1190,2025-08-16,Present
2143,1093,2026-01-05,Absent
2144,1192,2026-02-16,Present
2145,1048,2025-05-29,Present
2146,1120,2025-08-22,Present
2147,1118,2025-09-08,Present
2148,1086,2025-11-22,Present
2149,1174,2025-05-20,Leave
2150,1067,2026-02-04,Present
2151,1155,2026-03-02,Leave
2152,1006,2025-09-21,Present
2153,1031,2025-05-26,Leave
2154,1106,2025-11-30,Absent
2155,1102,2025-09-15,Absent
2156,1013,2025-06-27,WFH
2157,1016,2026-03-21,WFH
2158,1096,2026-02-15,Present
2159,1145,2025-07-27,Absent
2160,1009,2025-06-03,WFH
2161,1084,2026-03-24,WFH
2162,1126,2026-04-22,Present
2163,1148,2026-04-20,Present
2164,1163,2025-07-03,Present
2165,1189,2025-05-09,Present
2166,1145,2025-10-06,Present
2167,1143,2026-02-16,Present
2168,1137,2025-07-16,Present
2169,1132,2025-06-25,Present
2170,1147,2025-06-19,Absent
2171,1157,2026-03-21,Leave
2172,1049,2026-03-06,Present
2173,1197,2025-10-05,Leave
2174,1111,2026-04-18,Present
2175,1120,2025-11-08,Absent
2176,1190,2025-06-10,Present
2177,1167,2026-01-22,Present
2178,1019,2025-10-08,Present
2179,1166,2026-05-05,WFH
2180,1087,2025-08-20,Absent
2181,1136,2025-10-16,Leave
2182,1190,2025-06-25,Absent
2183,1006,2025-07-08,Absent
2184,1148,2025-05-17,Present
2185,1002,2026-03-18,WFH
2186,1100,2025-05-13,Present
2187,1003,2026-01-20,Present
2188,1083,2025-12-03,Absent
2189,1039,2025-09-09,Present
2190,1058,2026-03-19,WFH
2191,1173,2026-01-14,Present
2192,1137,2025-06-22,Absent
2193,1168,2025-08-04,Leave
2194,1052,2026-03-08,WFH
2195,1091,2025-06-04,Leave
2196,1148,2026-01-04,Present
2197,1049,2025-07-07,Present
2198,1053,2025-08-14,Present
2199,1047,2025-11-17,Present
2200,1007,2026-03-18,WFH
2201,1155,2025-06-02,Present
2202,1200,2025-12-05,Present
2203,1139,2025-10-26,Present
2204,1018,2025-10-01,Present
2205,1081,2025-06-11,Present
2206,1169,2026-05-05,Present
2207,1052,2025-07-27,Present
2208,1042,2025-10-28,Absent
2209,1070,2026-03-27,Present
2210,1056,2025-11-20,Present
2211,1007,2025-05-24,Present
2212,1113,2025-08-14,Present
2213,1097,2025-07-17,Present
2214,1114,2025-05-09,Leave
2215,1190,2025-07-14,Present
2216,1098,2026-02-17,Present
2217,1115,2025-08-23,Absent
2218,1103,2026-01-15,Present
2219,1053,2026-03-15,Absent
2220,1152,2026-04-26,Present
2221,1024,2025-12-31,Present
2222,1130,2026-03-22,WFH
2223,1186,2025-07-20,WFH
2224,1032,2026-04-21,Present
2225,1194,2026-01-05,Present
2226,1031,2026-01-30,Absent
2227,1190,2025-12-20,WFH
2228,1092,2025-08-08,Leave
2229,1082,2025-09-28,Absent
2230,1049,2025-09-23,Present
2231,1024,2025-07-02,WFH
2232,1093,2025-10-28,Absent
2233,1066,2025-05-27,WFH
2234,1029,2026-04-21,Absent
2235,1005,2026-03-28,Present
2236,1098,2025-05-30,Absent
2237,1103,2026-04-14,Present
2238,1091,2025-10-05,Present
2239,1080,2025-10-06,Present
2240,1112,2026-01-06,Leave
2241,1077,2025-06-28,Present
2242,1180,2026-01-02,Present
2243,1167,2026-05-05,Leave
2244,1100,2025-12-02,Absent
2245,1005,2025-08-18,Present
2246,1187,2025-11-11,Leave
2247,1083,2025-10-17,Present
2248,1037,2025-11-21,Present
2249,1046,2025-08-03,WFH
2250,1003,2025-12-30,Present
2251,1133,2025-08-02,Present
2252,1036,2026-01-06,Leave
2253,1121,2026-03-29,Present
2254,1016,2026-04-15,WFH
2255,1054,2025-09-05,Leave
2256,1170,2026-03-17,Present
2257,1096,2026-01-06,WFH
2258,1107,2025-09-19,Present
2259,1108,2026-02-25,Present
2260,1045,2025-05-10,WFH
2261,1039,2026-02-16,Leave
2262,1172,2025-12-21,Present
2263,1094,2025-10-28,Present
2264,1042,2026-01-11,Present
2265,1128,2025-11-28,Present
2266,1079,2026-04-23,Absent
2267,1161,2025-10-07,Present
2268,1068,2025-12-31,WFH
2269,1083,2025-08-25,Present
2270,1007,2025-06-04,Present
2271,1008,2026-04-21,Absent
2272,1009,2026-04-04,Leave
2273,1037,2025-07-25,Absent
2274,1012,2025-11-17,WFH
2275,1097,2025-08-18,WFH
2276,1185,2026-02-01,WFH
2277,1044,2025-10-23,Present
2278,1026,2026-03-26,Present
2279,1090,2025-05-28,Present
2280,1024,2026-01-01,Absent
2281,1017,2025-09-24,Present
2282,1122,2025-10-01,Absent
2283,1107,2025-12-17,WFH
2284,1113,2026-02-12,Present
2285,1155,2026-03-25,Leave
2286,1001,2025-09-15,Present
2287,1122,2025-07-16,Absent
2288,1066,2025-08-14,Present
2289,1083,2025-08-09,Leave
2290,1139,2025-11-02,Present
2291,1158,2025-12-27,Leave
2292,1184,2025-11-09,Present
2293,1123,2025-10-13,Absent
2294,1192,2025-05-14,WFH
2295,1051,2025-09-01,Present
2296,1057,2025-09-09,WFH
2297,1034,2026-04-11,Present
2298,1058,2026-03-30,Leave
2299,1022,2026-04-06,Leave
2300,1025,2025-11-30,Leave
2301,1104,2026-01-12,Present
2302,1158,2025-05-13,Present
2303,1064,2026-03-04,Present
2304,1065,2025-08-20,Present
2305,1187,2025-06-04,Leave
2306,1078,2026-03-03,Present
2307,1182,2026-04-20,Absent
2308,1172,2025-05-13,WFH
2309,1134,2025-06-21,WFH
2310,1148,2025-08-30,Present
2311,1195,2025-12-10,Present
2312,1084,2026-01-26,Absent
2313,1096,2025-08-09,Leave
2314,1038,2025-11-27,WFH
2315,1189,2025-09-09,Present
2316,1192,2025-11-07,Absent
2317,1162,2026-01-27,Present
2318,1051,2026-02-01,Present
2319,1004,2025-06-09,Present
2320,1163,2025-07-17,Present
2321,1061,2026-02-06,Present
2322,1102,2025-06-05,Present
2323,1003,2025-06-18,WFH
2324,1124,2026-02-24,Absent
2325,1089,2026-02-05,Present
2326,1161,2026-04-17,WFH
2327,1104,2025-10-14,Absent
2328,1055,2025-05-13,Absent
2329,1160,2026-03-24,Present
2330,1140,2025-12-18,Absent
2331,1031,2026-02-13,Leave
2332,1072,2025-05-25,Leave
2333,1197,2025-10-05,WFH
2334,1087,2025-06-25,Present
2335,1048,2026-01-23,Present
2336,1088,2025-09-29,Absent
2337,1198,2026-03-15,WFH
2338,1117,2025-08-05,Leave
2339,1025,2026-01-03,Leave
2340,1088,2025-08-24,WFH
2341,1068,2025-07-03,Present
2342,1094,2026-03-18,Absent
2343,1165,2026-03-06,Present
2344,1140,2026-04-24,Present
2345,1025,2025-12-23,Present
2346,1118,2025-05-23,Present
2347,1031,2025-06-05,WFH
2348,1183,2026-01-27,Present
2349,1033,2026-03-27,Present
2350,1079,2025-10-31,Absent
2351,1112,2025-08-16,WFH
2352,1022,2026-02-22,WFH
2353,1047,2026-04-27,Absent
2354,1131,2025-12-15,Present
2355,1037,2026-01-31,Leave
2356,1057,2026-03-18,Present
2357,1051,2025-10-12,Leave
2358,1191,2025-06-25,Present
2359,1135,2025-09-07,WFH
2360,1200,2025-12-29,Present
2361,1145,2025-10-05,WFH
2362,1135,2026-02-28,Present
2363,1137,2025-05-28,Present
2364,1139,2025-09-22,Present
2365,1178,2026-01-19,WFH
2366,1043,2026-01-08,Present
2367,1041,2025-08-09,Present
2368,1175,2025-11-08,Present
2369,1163,2026-03-12,Leave
2370,1159,2025-10-07,Present
2371,1193,2026-04-14,Leave
2372,1039,2026-03-10,WFH
2373,1157,2025-08-21,Absent
2374,1052,2026-01-20,Present
2375,1013,2025-11-09,Absent
2376,1076,2025-06-24,Absent
2377,1134,2026-04-15,Absent
2378,1122,2026-04-08,Absent
2379,1083,2026-02-27,Present
2380,1185,2025-09-23,Present
2381,1001,2025-10-21,Present
2382,1065,2025-05-09,Leave
2383,1143,2026-02-16,Leave
2384,1080,2025-10-20,Present
2385,1188,2026-02-16,WFH
2386,1153,2026-02-15,Present
2387,1016,2025-07-12,Absent
2388,1036,2025-11-28,Present
2389,1124,2026-01-03,Present
2390,1196,2025-09-24,Present
2391,1101,2026-02-08,Present
2392,1166,2025-12-26,Absent
2393,1101,2025-10-04,WFH
2394,1050,2025-07-11,Present
2395,1090,2025-09-04,Present
2396,1058,2026-03-20,Present
2397,1036,2026-02-04,Absent
2398,1032,2025-10-04,Leave
2399,1190,2026-03-28,WFH
2400,1173,2025-06-10,Present
2401,1053,2025-11-13,Absent
2402,1037,2026-05-01,Leave
2403,1071,2026-01-11,Present
2404,1003,2025-06-21,Leave
2405,1031,2026-01-20,WFH
2406,1080,2025-09-27,WFH
2407,1027,2025-07-13,Leave
2408,1154,2025-06-18,Absent
2409,1060,2025-05-17,Leave
2410,1113,2025-12-10,Present
2411,1032,2025-10-16,WFH
2412,1191,2026-03-13,WFH
2413,1117,2025-05-09,Present
2414,1019,2026-01-14,Leave
2415,1088,2026-03-18,Present
2416,1011,2025-11-08,Absent
2417,1066,2025-10-02,Present
2418,1161,2025-10-02,Absent
2419,1110,2026-01-04,WFH
2420,1044,2025-12-24,Leave
2421,1178,2026-03-24,Absent
2422,1195,2025-08-14,Present
2423,1058,2026-03-20,WFH
2424,1027,2025-11-25,Present
2425,1188,2025-11-07,WFH
2426,1154,2026-04-14,Present
2427,1062,2025-05-26,Leave
2428,1127,2025-09-07,Leave
2429,1111,2026-04-28,Absent
2430,1015,2025-09-02,Leave
2431,1027,2025-10-19,Present
2432,1186,2026-05-02,Leave
2433,1071,2026-04-09,Present
2434,1164,2025-10-28,WFH
2435,1085,2026-04-04,Absent
2436,1171,2025-11-15,Present
2437,1092,2026-04-18,Present
2438,1004,2025-07-19,Present
2439,1183,2026-02-08,Absent
2440,1063,2025-08-25,WFH
2441,1127,2025-05-22,Present
2442,1152,2025-12-16,Absent
2443,1171,2025-08-29,Present
2444,1027,2025-07-31,Leave
2445,1125,2025-12-15,WFH
2446,1156,2025-09-19,WFH
2447,1097,2026-01-03,WFH
2448,1133,2025-09-21,Leave
2449,1098,2025-08-26,Present
2450,1155,2025-06-21,Present
2451,1152,2026-05-04,Leave
2452,1026,2026-04-20,WFH
2453,1025,2026-02-28,Present
2454,1196,2025-09-10,Present
2455,1093,2025-10-14,WFH
2456,1173,2026-02-22,Leave
2457,1155,2026-04-02,Absent
2458,1101,2025-10-04,Leave
2459,1191,2026-04-03,Present
2460,1089,2026-01-15,Leave
2461,1113,2025-08-31,Absent
2462,1147,2025-09-05,WFH
2463,1010,2026-03-01,Absent
2464,1161,2025-11-08,Leave
2465,1200,2026-03-02,Absent
2466,1172,2026-03-18,Present
2467,1056,2026-03-19,WFH
2468,1047,2025-10-31,Present
2469,1162,2026-02-20,Present
2470,1026,2025-10-27,Present
2471,1106,2026-04-17,Present
2472,1187,2025-12-18,Absent
2473,1065,2025-06-25,Present
2474,1175,2026-02-09,Present
2475,1091,2025-10-27,Present
2476,1071,2026-02-15,Absent
2477,1013,2026-03-30,Present
2478,1118,2026-03-03,Leave
2479,1163,2025-07-22,Present
2480,1197,2026-02-26,Present
2481,1054,2025-12-01,WFH
2482,1198,2025-06-15,WFH
2483,1166,2026-04-16,Present
2484,1190,2026-03-13,Absent
2485,1193,2025-11-11,Present
2486,1200,2025-12-11,Present
2487,1128,2025-06-29,Present
2488,1086,2026-02-09,Present
2489,1158,2025-05-18,WFH
2490,1190,2025-07-13,Present
2491,1082,2025-07-30,Present
2492,1026,2026-04-04,Leave
2493,1024,2026-05-02,Leave
2494,1104,2026-01-31,Present
2495,1160,2025-11-26,Absent
2496,1164,2025-05-10,Present
2497,1194,2026-02-12,Absent
2498,1052,2026-05-03,Present
2499,1182,2026-04-06,Absent
2500,1090,2025-08-01,Present
2501,1113,2025-10-06,Present
2502,1194,2026-02-07,Present
2503,1044,2026-05-01,Present
2504,1005,2025-10-03,Present
2505,1049,2025-10-14,WFH
2506,1080,2025-12-31,WFH
2507,1180,2025-06-06,Leave
2508,1144,2025-07-26,Present
2509,1194,2026-04-03,WFH
2510,1138,2025-08-19,Present
2511,1102,2026-01-16,WFH
2512,1179,2025-07-08,Present
2513,1051,2025-11-15,Present
2514,1024,2026-01-12,Leave
2515,1154,2025-08-26,Leave
2516,1104,2025-10-24,Present
2517,1038,2025-12-02,Leave
2518,1088,2026-04-09,WFH
2519,1091,2025-06-22,Absent
2520,1035,2025-07-23,Absent
2521,1027,2025-06-13,Leave
2522,1076,2026-02-25,WFH
2523,1146,2025-05-14,Present
2524,1083,2025-07-27,Present
2525,1114,2025-05-22,Present
2526,1063,2025-12-09,WFH
2527,1040,2026-03-20,Leave
2528,1071,2025-07-12,Present
2529,1127,2025-05-09,Present
2530,1178,2025-12-20,Present
2531,1063,2026-01-19,Present
2532,1113,2025-08-29,Leave
2533,1056,2026-04-11,Present
2534,1004,2026-03-30,Present
2535,1063,2025-11-25,Present
2536,1157,2025-05-28,Absent
2537,1113,2025-07-21,Absent
2538,1143,2026-02-06,WFH
2539,1146,2025-11-23,Present
2540,1106,2025-05-20,Present
2541,1133,2025-10-08,WFH
2542,1103,2026-01-06,Leave
2543,1148,2025-05-23,Absent
2544,1192,2025-07-27,Present
2545,1181,2025-06-11,Present
2546,1068,2025-06-21,Absent
2547,1095,2025-11-28,Present
2548,1061,2026-02-07,Present
2549,1139,2026-03-15,Present
2550,1020,2025-07-01,Leave
2551,1035,2026-01-25,Present
2552,1180,2026-01-06,Present
2553,1138,2026-04-30,WFH
2554,1033,2026-03-10,Present
2555,1130,2025-05-15,Leave
2556,1122,2026-03-26,WFH
2557,1081,2026-05-01,Present
2558,1155,2026-04-01,Present
2559,1185,2025-12-18,Present
2560,1184,2025-06-01,Leave
2561,1166,2025-09-16,WFH
2562,1058,2026-02-22,Absent
2563,1069,2025-10-18,WFH
2564,1014,2025-11-30,Absent
2565,1159,2025-06-07,Absent
2566,1128,2025-09-30,WFH
2567,1112,2025-09-07,Present
2568,1044,2026-03-13,Present
2569,1144,2025-06-14,Absent
2570,1144,2025-08-25,Leave
2571,1015,2025-10-18,Present
2572,1123,2025-07-30,Leave
2573,1038,2026-02-10,Present
2574,1175,2025-05-29,Present
2575,1017,2025-12-21,Leave
2576,1071,2026-03-15,WFH
2577,1065,2025-09-05,Leave
2578,1008,2025-12-26,Leave
2579,1154,2025-06-17,Absent
2580,1111,2026-01-29,Leave
2581,1196,2025-08-18,Present
2582,1102,2025-11-07,Present
2583,1170,2025-12-14,Absent
2584,1080,2026-03-30,WFH
2585,1179,2026-01-06,Leave
2586,1078,2025-11-06,Present
2587,1060,2025-06-27,WFH
2588,1131,2025-10-31,Absent
2589,1037,2025-07-18,WFH
2590,1175,2025-06-18,WFH
2591,1081,2025-05-14,Present
2592,1157,2025-07-12,Present
2593,1183,2025-11-09,Present
2594,1151,2026-04-27,Present
2595,1199,2025-10-27,Present
2596,1158,2025-05-14,Present
2597,1136,2025-11-11,Absent
2598,1187,2026-04-07,Present
2599,1188,2026-02-19,Present
